experiment_name,task,tn,fp,fn,tp,f1,precision,recall,mrr,h1,loss
simlarity_based,NCIT_TO_DOID,17.3002890149268,17.300289014926893,51.934574225654345,51.93457422565433,0.04111221483746241,0.011896566141856411,0.05536734992074021,0.007447259477299996,0.012824235134998219,0.006647919962886932
simlarity_based,OMIM_TO_ORDO,4.0865633483405714,4.08656334834051,22.494443758403985,22.494443758403985,0.03971179374223362,0.024921170390712347,0.030153409863812316,0.010209319122786496,0.015430113424208596,0.005995741668661114
simlarity_based,SNOMED_TO_FMA_BODY,0.4472135955000088,0.447213595499958,19.078784028338905,19.078784028338905,0.011366111591055786,0.0005970809018691176,0.013139658421721016,0.0023900474510972986,0.0037279383971583063,0.0022573859545581875
simlarity_based,SNOMED_TO_NCIT_NEOPLAS,0.4472135954999452,0.4472135954999579,28.65658737533135,28.65658737533135,0.04111542623317789,0.0017401307217897134,0.0375086222190201,0.005685099546234019,0.009591665024339825,0.005276193064387953
simlarity_based,SNOMED_TO_NCIT_PHARM,0.44721359549988166,0.447213595499958,106.8138567789779,106.81385677897788,0.11550498654079895,0.0010622650724464802,0.09192242407829422,0.007338980398499482,0.011679868128286043,0.03473945143789049
structural_based,NCIT_TO_DOID,28.667054260945697,28.66705426094562,14.380542409798041,14.38054240979803,0.013352073064533277,0.019313439180693035,0.01533106866716208,0.006238952002467231,0.010000891978488526,0.005315567053549923
structural_based,OMIM_TO_ORDO,29.056840846864283,29.056840846864272,40.189550880794876,40.18955088079488,0.027129158309114772,0.028929584397116972,0.053873392601601726,0.01280110930609896,0.02026303358000492,0.011146881948659326
structural_based,SNOMED_TO_FMA_BODY,71.74468621438119,71.74468621438106,152.70232480221117,152.70232480221117,0.06661732836757182,0.0426742809095538,0.10516689035964953,0.011783634782552706,0.02143081637105705,0.015410931372033037
structural_based,SNOMED_TO_NCIT_NEOPLAS,37.68023354492375,37.68023354492379,48.133148660772235,48.13314866077223,0.025863648383383175,0.02612617281892742,0.0630015034826862,0.009915007374903372,0.017817391795786383,0.008505605215733934
structural_based,SNOMED_TO_NCIT_PHARM,24.490814604663576,24.490814604663523,30.046630426721727,30.046630426721713,0.01724802905022837,0.01482550575654416,0.02585768539304796,0.005931884124799829,0.01144286805186057,0.005533061663310906
uniform_based,NCIT_TO_DOID,12.136721138758942,12.136721138759013,12.37739875741264,12.377398757412632,0.010282152728606489,0.009460060666161563,0.013195521063339674,0.005534540166557765,0.008374133257424046,0.004617154980282801
uniform_based,OMIM_TO_ORDO,28.398943642325854,28.398943642325854,13.266499161421597,13.266499161421592,0.010170096532410848,0.020839064907334552,0.017783510940243403,0.011556562948938698,0.01948086050555164,0.005155987048867884
uniform_based,SNOMED_TO_FMA_BODY,19.235384061671343,19.235384061671343,207.46083967823904,207.46083967823904,0.08600126859899773,0.01925985315405693,0.14287936616958613,0.01369576372458115,0.02553972910226348,0.015682310420650644
uniform_based,SNOMED_TO_NCIT_NEOPLAS,10.667708282475681,10.66770828247567,6.387487769068524,6.3874877690685326,0.0030603157721975785,0.009615249952365111,0.008360586085168197,0.004244665997920848,0.007438897736525056,0.002346436009130304
uniform_based,SNOMED_TO_NCIT_PHARM,392.2533619996136,392.25336199961373,24.859605789312106,24.859605789312102,0.08694483871566347,0.13108503203103813,0.021393808768771207,0.016728318925419972,0.031328139289783674,0.029695326386885674
